id	FT16_mean
7477	52.25
8238	52.25
9653	52.5
9893	52.5
7025	52.66666667
7147	52.66666667
7319	52.75
139	52.75
6108	52.75
7349	52.75
6985	53
9805	53
9808	53
6424	53
6959	53.25
7298	53.25
9544	53.5
9503	53.5
7327	53.5
6188	53.5
2317	53.5
5829	53.66666667
9862	53.75
9560	53.75
7411	54
7521	54
8334	54
7000	54
403	54.25
6992	54.25
7092	54.25
9999	54.25
9917	54.25
8395	54.25
7010	54.25
10000	54.5
9946	54.5
6933	54.5
8214	54.5
9994	54.5
6193	54.5
7372	54.5
7308	54.5
9768	54.66666667
7223	54.75
7373	54.75
9511	55
9647	55
9390	55
430	55
6966	55.125
9646	55.25
9914	55.25
5890	55.25
5837	55.25
9981	55.5
8357	55.5
9873	55.66666667
9510	55.75
9820	55.75
5921	55.75
7068	56
9537	56
9984	56
9965	56
6945	56
6997	56
9874	56.25
6903	56.25
9526	56.33333333
9725	56.5
9726	56.5
5964	56.5
6936	56.5
6189	56.66666667
159	56.75
6915	56.75
9924	57
8275	57
9886	57
9909	57
9864	57.25
6937	57.25
7514	57.33333333
9776	57.5
9312	57.5
10003	57.66666667
9968	57.75
8077	57.75
9719	57.75
9761	58
9899	58
8326	58
9759	58.5
9983	58.5
6191	58.5
8244	58.5
9843	58.66666667
9516	58.66666667
7346	58.66666667
9972	58.75
630	58.75
8354	58.75
8419	58.75
9654	59
9509	59
6908	59
6197	59
428	59
6951	59
7002	59
6195	59
9392	59
8311	59.25
7164	59.25
9578	59.25
9680	59.33333333
9879	59.5
9767	59.5
7377	59.75
8343	59.75
9104	60
9827	60
9573	60
9314	60
6907	60.25
6990	60.25
9522	60.33333333
9980	60.5
9508	60.66666667
9597	60.66666667
9939	60.75
9648	61
9128	61
9971	61
9956	61
9596	61
6989	61
10007	61.25
6390	61.33333333
9541	61.5
9943	61.5
9949	61.5
9855	61.66666667
6929	61.75
7072	62
6039	62
870	62.25
9822	62.33333333
9652	62.5
5353	62.5
7296	62.5
9764	62.75
8366	62.75
9529	63
6927	63
9697	63
6192	63
9130	63.25
9793	63.33333333
9513	63.33333333
9744	63.33333333
5720	63.33333333
8264	63.5
9825	63.5
9985	63.5
9131	63.5
9856	63.5
6971	63.66666667
9699	63.66666667
6928	63.66666667
9737	63.66666667
9817	63.75
9749	63.75
9834	63.75
7061	64
9412	64
5893	64.25
7323	64.25
9837	64.25
6963	64.25
8307	64.25
1063	64.25
8325	64.33333333
9860	64.33333333
7356	64.33333333
9964	64.5
9519	64.5
9134	64.5
9391	64.5
8236	64.66666667
5993	64.75
9556	65
9845	65
7438	65
7342	65
10011	65.25
410	65.25
351	65.33333333
6904	65.33333333
5950	65.5
8259	65.5
9534	65.66666667
9833	65.66666667
7384	65.75
9617	66
7148	66
7058	66
9731	66
6897	66.25
9645	66.25
8241	66.25
9783	66.33333333
9559	66.5
9857	66.5
9658	66.5
7160	66.5
7064	66.66666667
9659	66.66666667
7248	66.66666667
9963	66.66666667
9960	66.66666667
5757	66.66666667
9595	66.75
9336	66.75
9705	67
9838	67
5779	67
9649	67.25
10005	67.25
9967	67.33333333
8132	67.33333333
9852	67.33333333
9057	67.5
9521	68
9133	68
9611	68
9944	68
9841	68
8243	68.25
424	68.25
1062	68.25
9713	68.33333333
9723	68.5
9979	68.5
7138	68.5
9739	68.5
9868	68.66666667
9930	68.66666667
8235	68.75
932	68.75
7523	68.75
7917	68.75
9644	69
9506	69
9969	69.25
9125	69.25
8233	69.25
5874	69.25
9628	69.25
5784	69.25
9663	69.33333333
1853	69.33333333
6976	69.5
9610	69.5
9703	69.75
2016	69.75
9835	69.75
8423	69.75
9547	70
9113	70.25
9626	70.25
7288	70.25
9704	70.33333333
9882	70.33333333
9662	70.33333333
7353	70.5
6938	70.75
9692	70.75
9818	70.75
5535	70.75
6396	70.75
7526	71
9895	71
9580	71
7102	71
9369	71.25
9612	71.5
9741	71.5
9655	71.66666667
9613	71.66666667
9683	71.75
9962	71.75
9115	71.75
9623	72
10016	72
770	72.25
9821	72.25
9702	72.25
9565	72.33333333
7307	72.33333333
8337	72.5
9976	72.5
6956	72.5
7351	72.66666667
9691	72.75
9707	72.75
9762	72.75
9750	73
9758	73
9826	73
10008	73
9955	73
9756	73
9600	73
9639	73.25
9927	73.25
9563	73.33333333
7515	73.5
9709	73.5
5151	73.66666667
9738	73.75
9935	73.75
6035	73.75
9938	74
9688	74
9100	74
7014	74
9735	74
9694	74.25
9624	74.33333333
9620	74.33333333
7320	74.5
9698	74.5
9629	74.66666667
9682	74.75
9876	74.75
8584	74.75
6115	74.75
9693	75
9743	75
9990	75
9413	75
9407	75
10010	75.25
9602	75.33333333
5830	75.33333333
8424	75.5
9915	75.5
1890	75.75
7033	76
9745	76
9932	76
8284	76
7717	76.25
8246	76.5
9958	76.5
9527	76.5
10017	76.5
9894	76.66666667
9696	76.75
6112	76.75
9928	77
9633	77
9842	77
9601	77
6038	77.25
9589	77.33333333
9436	77.5
9728	77.75
10009	77.75
9712	78
9721	78
9045	78
8430	78
5210	78
768	78.25
7169	78.25
7130	78.25
9881	78.5
9450	78.5
7416	78.66666667
9706	78.66666667
9105	78.75
9959	78.75
9828	78.75
9402	78.75
9404	78.75
9718	79
10004	79
9643	79
8297	79
9533	79
9925	79
9729	79
9579	79.25
9982	79.25
7522	79.25
9588	79.33333333
9668	79.5
6921	79.5
9630	79.5
9679	79.75
8424	80
6994	80
9906	80
9966	80
6034	80.5
7518	80.66666667
7355	80.75
9102	80.75
9869	80.75
9640	80.75
9323	80.75
9715	81
9736	81
9700	81
9525	81.25
10018	81.33333333
9724	81.5
9742	81.5
9897	81.5
7947	81.5
9961	81.5
9690	81.66666667
9622	81.66666667
5165	81.75
9970	81.75
9701	82
9755	82
9734	82.25
9987	82.25
9975	82.33333333
9714	82.33333333
9711	82.5
2171	82.5
1872	82.5
9637	82.5
6040	82.5
8283	82.66666667
9103	82.75
9689	83
9859	83
9619	83
9829	83
8240	83
9850	83
9710	83.25
9514	83.33333333
9687	83.33333333
6016	83.5
9562	83.5
9733	83.75
9751	84
2276	84.25
9844	84.25
9892	84.5
6136	84.5
9695	84.5
6957	84.66666667
9523	84.66666667
9635	84.66666667
2278	85
9957	85
9674	85
9708	85
5768	85
9584	85.5
9618	85.5
6074	85.75
9669	86
9615	86
9986	86
9642	86
9748	86.25
9950	86.25
1002	86.25
6036	86.33333333
6242	86.5
9665	86.66666667
9614	86.75
9678	87
6021	87
6020	87.25
5832	87.33333333
4807	87.5
9106	87.5
9740	87.5
9880	87.5
9518	87.5
997	87.5
9641	87.66666667
9638	87.66666667
6105	87.66666667
6137	87.75
9686	88
9929	88
8249	88
9343	88
1158	88
9540	88.25
9732	88.25
9831	88.25
9627	88.25
801	88.25
9070	88.5
5741	88.5
1367	88.75
9656	89
9676	89
9535	89
6126	89
7316	89.25
6023	89.25
9111	89.25
9684	89.5
1925	89.5
9583	89.5
6092	89.5
9528	89.5
7519	89.66666667
9543	89.66666667
9685	89.75
9918	90
9437	90
10023	90
6122	90
9599	90.25
9632	90.33333333
9832	90.33333333
9672	90.5
9621	90.5
9470	90.5
9069	90.75
9887	90.75
6138	90.75
1074	90.75
9598	91
9094	91
9399	91
9884	91
9539	91.25
6968	91.33333333
7427	91.5
6194	91.5
9977	91.75
6133	91.75
9531	92
6114	92
9561	92
9681	92.25
8335	92.25
6680	92.33333333
6198	92.5
9572	92.5
6094	92.66666667
9991	92.75
8234	92.75
6013	93
9757	93
5831	93
9953	93.25
1257	93.25
8222	93.25
9717	93.33333333
9974	93.5
6111	93.66666667
6920	93.75
9582	93.75
6919	94
6097	94
9890	94.33333333
9978	94.5
9747	94.66666667
8247	94.66666667
8369	94.66666667
1061	94.75
6106	94.75
9650	95
9905	95
9671	95
7008	95
8306	95
6413	95
9405	95.5
9896	95.66666667
9992	95.75
6969	96
1363	96
2202	96.5
9569	96.5
6073	96.5
9888	96.66666667
7252	96.66666667
9730	97
7181	97
7126	97.25
9898	97.25
5349	97.33333333
9091	97.5
8351	97.5
9538	98
9848	98
6288	98
9634	98
9603	98
9075	98.25
9380	98.25
9819	98.5
8237	98.75
9063	98.75
1829	99
6109	99
6149	99
6118	99.25
9098	99.5
9673	99.66666667
9081	99.66666667
9524	99.66666667
9849	99.66666667
9746	99.75
10013	100
9555	100
9592	100
6125	100
992	100
4958	100.25
9752	100.25
9082	100.3333333
6134	100.3333333
9114	100.5
6086	100.75
9545	101
6173	101
1954	101
9066	101
9085	101
5865	101
9625	101.5
9073	101.5
9867	101.6666667
6150	101.6666667
9587	101.75
9079	102
1317	102
9121	102
9434	102.25
6132	102.5
9901	102.5
9061	102.6666667
9455	102.75
6201	103
9536	103
9383	103
9452	103
9421	103
8230	103
6140	103.25
1585	103.25
6964	103.3333333
6151	103.3333333
9567	103.5
6102	103.5
6184	103.6666667
6017	104
9720	104
8376	104
9554	104.25
9078	104.25
9952	104.3333333
9570	104.6666667
9954	104.75
6090	105
6098	105
9753	105.25
6107	105.25
6177	105.5
6148	105.6666667
10012	105.6666667
1254	106
9553	106
9872	106
6124	106
9576	106.5
9549	106.6666667
991	106.75
9667	107
6209	107
9542	107.25
6142	107.5
9607	107.6666667
9064	107.6666667
1137	107.6666667
9386	107.75
9722	108
6171	108
6244	108.25
7354	108.3333333
6100	108.3333333
8231	108.6666667
9532	108.6666667
9903	108.75
6237	109
9593	109
6104	109.5
9568	109.5
9664	109.6666667
9951	109.6666667
9973	110
9119	110
6221	110
9945	110
9902	110.3333333
9677	110.5
9394	110.5
6076	110.5
9942	110.6666667
9594	110.6666667
9382	110.6666667
9616	110.75
9870	111
9989	111
5822	111
6145	111.5
9666	112
9557	112
9988	112.3333333
6011	112.5
9670	112.5
9099	112.6666667
6128	113
9442	113.25
6965	113.3333333
9095	113.3333333
6009	113.5
6169	113.5
9451	113.6666667
6099	113.6666667
7517	113.75
6172	114
9084	114.25
9861	114.5
9558	114.6666667
9904	114.6666667
9839	115
1552	115.3333333
9605	115.5
6024	116
9878	116
6153	116
8422	116.25
9339	116.5
9675	117
6901	117
7516	117
6046	117
6220	117.3333333
6241	117.5
9871	117.6666667
9356	118
9866	118
9124	118.25
9395	118.25
9581	118.5
9885	119
9409	119.25
6070	119.3333333
9427	119.5
9993	119.6666667
6203	119.6666667
9846	119.6666667
9840	120.5
9520	120.5
9481	121
9096	121.3333333
6900	121.5
9090	122
9716	122
1318	123
9530	123
9551	123
9058	123
9577	123.5
9858	123.5
6238	124
9408	124
6210	125
6012	125
9947	125
9120	125
6974	125.25
9089	125.5
6240	125.6666667
9476	126.3333333
6258	126.6666667
6217	127
6174	128
6088	128
6202	128
6085	128
9836	128.5
6268	128.6666667
6030	129
9332	129
9416	129
6064	129.5
9453	129.5
9067	130
6043	130.6666667
6129	131
10006	131.5
6284	131.5
10014	132
8242	132
5506	132
9550	132
6127	132.6666667
9566	134
9353	134
9352	134.3333333
9604	134.6666667
9575	136
6131	137
6218	137
9388	137
9433	137
9454	138
6069	139
6071	139.5
9631	140
9321	140
9636	141
9824	143
6276	143
9851	144
9371	145
